text	gloss	category
tuần sau gia đình tôi sẽ đi du lịch đà lạt	TUẦN SAU GIA ĐÌNH TÔI ĐÀ LẠT DU LỊCH	Văn hóa và Giáo dục
em trai tên an 5 tuổi và lớn chừng này	TRAI EM TÊN AN TUỔI 5 LỚN TỚI ĐÂY	Cuộc sống thường nhật
không anh có thể đi bộ từ đây	BẠN ĐÂY ĐI BỘ CÓ THỂ	Du lịch
các chiến sĩ đã hi sinh anh dũng để bảo vệ tổ quốc	CÁC CHIẾN SĨ HI SINH ANH DŨNG ĐỂ BẢO VỆ TỔ QUỐC	Chính trị
đôi khi dài đôi khi ngắn	THỈNH THOẢNG DÀI THỈNH THOẢNG NGẮN	Cuộc sống thường nhật
còn tóc mai của anh thì sao	PHẦN TÓC MAI ANH THÌ SAO	Cuộc sống thường nhật
chắc chắn nhưng nếu bạn phải xác định một điểm yếu nó sẽ là gì	ĐÚNG NHƯNG NẾU PHẢI NÓI ĐIỂM YẾU BẠN NGHĨ GÌ	Công việc
chắc chắn bất cứ điều gì khác	CHẮC CHẮN BẠN CẦN GÌ NỮA KHÔNG	Du lịch
bạn nói nó tôi đang mong chờ kỳ nghỉ hàng năm của tôi	TÔI KỲ NGHỈ HÀNG NĂM MONG	Công việc
cái áo khoác của bạn giá bao nhiêu tiền 	CÁI ÁO KHOÁC CỦA BẠN TIỀN BAO NHIÊU	Công việc
gia đình tôi thích đi tắm biển	GIA ĐÌNH TÔI BIỂN TẮM THÍCH	Chính trị
bạn sẽ mất nhiều thời gian	BẠN THỜI GIAN NHIỀU TỐN ĐÚNG KHÔNG	Cuộc sống thường nhật
chính phủ yêu cầu người dân thực hiện giãn cách xã hội nghiêm túc	CHÍNH PHỦ NGƯỜI DÂN YÊU CẦU XÃ HỘI GIÃN CÁCH THỰC HIỆN NGHIÊM TÚC	Chính trị
bạn thật chu đáo	BẠN CHU ĐÁO	Công việc
anh có mang theo vé không	ANH VÉ MANG THEO CHỨ	Cuộc sống thường nhật
tôi hơi vội có cách nào nhanh hơn để đến đó không	TÔI VỘI CÁCH NHANH ĐẾN KHÔNG	Cuộc sống thường nhật
bạn có thường xuyên tập thể dục không	BẠN TẬP THỂ DỤC THƯỜNG XUYÊN CÓ KHÔNG	Cuộc sống thường nhật
công ty chúng tôi chuyên nhập khẩu các loại trái cây tươi	CÔNG TY CHÚNG TÔI NHẬP KHẨU CÁC LOẠI TRÁI CÂY TƯƠI	Công việc
bạn nghĩ sao về điều này	BẠN NGHĨ THẾ NÀO	Thái độ và Cảm xúc
chúc vui vẻ tạm biệt nhé	CHÚC VUI VẺ TẠM BIỆT	Cuộc sống thường nhật
ah vâng đó là một tủ lạnh tuyệt vời	ĐÓ TỦ LẠNH TUYỆT VỜI	Cuộc sống thường nhật
ý chính của bài luận này là gì	BÀI LUẬN NÀY Ý CHÍNH LÀ GÌ	Mối quan hệ
vậy chuyện gì đã xảy ra trong cuộc họp	CUỘC HỌP XẢY RA CHUYỆN GÌ	Công việc
tốt tôi hoàn toàn đồng ý với những gì bạn đã làm	TÔI CÁCH BẠN LÀM ĐỒNG Ý HOÀN TOÀN TỐT	Mối quan hệ
thời tiết ở đây có thường như vậy không	THỜI TIẾT ĐÂY THƯỜNG BÂY GIỜ GIỐNG ĐÚNG KHÔNG	Mối quan hệ
vâng tôi nghĩ tôi sẽ đi ăn trưa bạn sẽ tham gia cùng tôi chứ	TÔI NGHĨ ĐI ĂN TRƯA BẠN TÔI ĐI CÙNG	Công việc
nó có làm bậy trong trường không	NÓ TRƯỜNG RẮC RỐI GÂY CÓ KHÔNG	Cuộc sống thường nhật
anh có bị đau nhức gì không	ANH ĐAU NHỨC CÓ KHÔNG	Sức khỏe
em rất thích học thuộc lòng đoạn thơ về quê hương	EM ĐOẠN THƠ VỀ QUÊ HƯƠNG HỌC THUỘC LÒNG THÍCH	Cuộc sống học đường
tốt bởi vì bạn wendy sẽ kết hôn và tôi đang tổ chức bữa tiệc của cô ấy	TỐT QUÁ BẠN KẾT HÔN SẮP TÔI TỔ CHỨC TIỆC CHIA TAY CHO CÔ ẤY	Mối quan hệ
đây có phải là quầy làm thủ tục chuyến bay này không	KHU VỰC LÀM VÉ CHUYẾN BAY NÀY ĐÚNG KHÔNG	Du lịch
cô bé hoảng sợ la hét khi nhìn thấy con rắn trong vườn	CÔ BÉ LA HÉT HOẢNG SỢ KHI NHÌN THẤY CON RẮN TRONG VƯỜN	Thái độ và Cảm xúc
đây là 10 đô la	10 ĐÔ LA ĐÂY	Cuộc sống thường nhật
màu đỏ pha với màu xanh sẽ tạo thành màu tím	MÀU ĐỎ MÀU XANH TRỘN MÀU TÍM TẠO THÀNH	Cuộc sống thường nhật
mình rất thích xem họa sĩ vẽ tranh	TÔI XEM HỌA SĨ VẼ TRANH THÍCH	Văn hóa và Giáo dục
bạn đã ở mỹ bao lâu rồi	BẠN Ở MĨ THỜI GIAN BAO NHIÊU	Văn hóa và Giáo dục
đó là tốt bạn phải thử món ăn này	BẠN THỬ MÓN NÀY PHẢI	Cuộc sống thường nhật
đó là trận đấu hay nhất từ trước tới nay	ĐÓ TRẬN ĐẤU HAY NHẤT TỪ TRƯỚC TỚI NAY	Mối quan hệ
họ còn hỏi tôi gì nữa	HỌ HỎI TÔI GÌ	Công việc
vâng họ ở đằng kia	HỌ CHỖ KIA	Cuộc sống thường nhật
không vấn đề gì bạn muốn trả tiền cho những thứ này như thế nào	KHÔNG SAO BẠN NHỮNG THỨ NÀY TRẢ TIỀN MUỐN THẾ NÀO	Cuộc sống thường nhật
chào tôi đang đọc tiểu sử phải không	CHÀO TÔI TIỂU SỬ ĐỌC PHẢI KHÔNG	Mối quan hệ
tôi có thể giúp gì cho bạn	TÔI GIÚP BẠN GÌ	Cuộc sống thường nhật
cần rất nhiều luyện tập để học cách cưỡi ngựa	CƯỠI NGỰA HỌC TẬP LUYỆN NHIỀU PHẢI	Sức khỏe
tôi có thể lấy thứ tự yor bây giờ	BẠN MÓN GỌI TÔI GHI BÂY GIỜ	Cuộc sống thường nhật
trời nổi sấm chớp đùng đùng báo hiệu cơn mưa lớn	TRỜI SẤM CHỚP NỔI ĐÙNG DÙNG CƠN MƯA LỚN BÁO HIỆU	Cuộc sống thường nhật
tôi sẽ gọi quản lý bạn có thể nói chuyện trực tiếp với anh ấy	TÔI QUẢN LÝ GỌI BẠN NÓI CHUYỆN TRỰC TIẾP VỚI ANH ẤY	Du lịch
bữa sáng của tôi hôm nay chỉ có một củ khoai lang luộc	HÔM NAY TÔI BỮA SÁNG CỦ KHOAI LANG LUỘC 1 CÓ	Sức khỏe
nó đây rồi	ĐÂY RỒI	Cuộc sống thường nhật
tôi muốn ăn pizza	TÔI PIZZA ĂN MUỐN	Cuộc sống thường nhật
tôi có nên nhập tất cả đồ đạc của tôi không	TÔI CHỞ TẤT CẢ ĐỒ ĐẠC CỦA TÔI ĐƯỢC KHÔNG	Du lịch
bạn lan rất chăm học nên luôn đạt thành tích cao trong lớp	BẠN LAN HỌC CHĂM THÀNH TÍCH CAO ĐẠT TRONG LỚP	Cuộc sống học đường
công việc của tôi đòi hỏi sử dụng máy vi tính thường xuyên	TÔI CÔNG VIỆC MÁY TÍNH SỬ DỤNG ĐÒI HỎI THƯỜNG XYÊN	Công việc
tôi rất vui vì bạn đã đến bạn được chào đón bất cứ lúc nào	TÔI RẤT VUI VÌ BẠN ĐẾN BẠN CHÀO ĐÓN LUÔN LUÔN ĐƯỢC	Mối quan hệ
nó giống như một cửa hàng nhưng những thứ ở đây khá rẻ	NÓ CỬA HÀNG GIỐNG NHƯNG HÀNG HÓA KHÁ RẺ	Cuộc sống thường nhật
cảng sài gòn là một trong những cảng biển lớn nhất việt nam	CẢNG SÀI GÒN LÀ MỘT TRONG NHỮNG CẢNG BIỂN VIỆT NAM LỚN NHẤT	Du lịch
được rồi tôi nghĩ rằng đó sẽ là tất cả cho tôi ngày hôm nay	ĐƯỢC RỒI TÔI NGHĨ ĐÓ TẤT CẢ CHO TÔI HÔM NAY	Cuộc sống thường nhật
lời của bài hát mới cũng rất đẹp bạn có thể hát không	BÀI HÁT MỚI RẤT ĐẸP BẠN HÁT CÓ KHÔNG	Mối quan hệ
bạn đùa à	BẠN ĐÙA À	Thái độ và Cảm xúc
rất tiếc tôi phải đi tôi có cuộc họp kinh doanh ngay bây giờ	RẤT TIẾC TÔI ĐI PHẢI TÔI CUỘC HỌP KINH DOANH BÂY GIỜ	Mối quan hệ
oh bạn thật tốt tôi sẽ đến khách sạn garden	BẠN TỐT QUÁ TÔI ĐẾN KHÁCH SẠN	Mối quan hệ
không vấn đề gì	KHÔNG SAO	Cuộc sống thường nhật
được rồi xin cho biết tên ông là gì	RỒI CHO BIẾT TÊN CỦA ÔNG GÌ	Cuộc sống thường nhật
tôi muốn mua một ít sữa rửa mặt bạn muốn giới thiệu gì	TÔI SỮA RỬA MẶT MUA MUỐN BẠN LOẠI NÀO GỢI Ý	Cuộc sống thường nhật
nhưng tôi có hẹn với ann	NHƯNG TÔI BẠN HẸN CÓ	Mối quan hệ
xin lỗi voc là viết tắt của gì	XIN LỖI VOC VIẾT TẮT CỦA GÌ	Mối quan hệ
vâng chắc chắn có nhiều lợi ích đi cùng với thẻ tín dụng của chúng tôi	VÂNG THẺ TÍN DỤNG CHÚNG TÔI CÓ NHIỀU ƯU ĐÃI	Tài chính
thời tiết mùa đông ở sapa rất lạnh và băng giá	Ở SA PA THỜI TIẾT LẠNH VÀ BĂNG GIÁ	Du lịch
đây là tất cả thuốc của bạn bạn cần uống bốn lần một ngày trong ba ngày liên tiếp	ĐÂY TOÀN BỘ THUỐC BẠN UỐNG BỐN LẦN MỖI NGÀY LIÊN TỤC BA NGÀY NHÉ	Cuộc sống thường nhật
ký túc xá quá ồn ào để học và tôi đoán nơi này quá yên tĩnh	HỌC KÝ TÚC XÁ ỒN ÀO VÀ TÔI ĐOÁN NƠI NÀY TRẬT TỰ	Cuộc sống học đường
tôi nghĩ leo núi là một môn thể thao thú vị nhưng hơi nguy hiểm	TÔI NGHĨ LEO NÚI MÔN THỂ THAO THÚ VỊ NHƯNG HƠI NGUY HIỂM	Cuộc sống thường nhật
bạn có kế hoạch bỏ phiếu không	BẠN BỎ PHIẾU BẦU CỬ CÓ KHÔNG	Chính trị
học sinh thích học toán	HỌC SINH TOÁN HỌC THÍCH	Chính trị
chúng ta chỉ còn 1 cơ hội cuối cùng để chiến thắng thôi	ĐỂ CHIẾN THẮNG CHÚNG TA CƠ HỘI CUỐI CÙNG CÒN 1	Thái độ và Cảm xúc
tôi cần trả lại một cuốn sách	TÔI SÁCH TRẢ	Cuộc sống học đường
tôi nghĩ rằng bạn là một người học nhanh	TÔI NGHĨ BẠN NGƯỜI HỌC NHANH	Cuộc sống thường nhật
tạm biệt	TẠM BIỆT	Cuộc sống thường nhật
tuyệt vời công việc bây giờ thực sự bận rộn nhưng thật vui	CÔNG VIỆC BÂY GIỜ BẬN RỘN NHƯNG THẬT VUI	Mối quan hệ
phải anh cần lắc bình và lắc liên tục	ANH BÌNH LẮC LIÊN TỤC PHẢI	Cuộc sống thường nhật
mẹ con vừa làm xong bài văn mẹ có thể đọc lại trước khi con nộp bài không	MẸ CON BÀI VĂN LÀM XONG MẸ ĐỌC LẠI TRƯỚC KHI NỘP CÓ THỂ	Thái độ và Cảm xúc
cô sinh ra ở mỹ à 	CÔ SINH Ở MỸ	Mối quan hệ
tôi muốn đi chuyến bay đầu tiên có sẵn tôi sẽ cần một vé phổ thông	TÔI CHUYẾN BAY ĐẦU TIÊN ĐI MUỐN VÉ PHỔ THÔNG CẦN	Du lịch
chào bạn công việc thế nào rồi	XIN CHÀO BẠN CÔNG VIỆC THẾ NÀO	Mối quan hệ
bạn nên ngủ đủ giấc	BẠN NÊN NGỦ ĐỦ GIẤC	Cuộc sống thường nhật
vâng bạn đã trúng tuyển	BẠN TRÚNG TUYỂN RỒI	Cuộc sống thường nhật
không thưa ông tôi có thể giúp gì cho ông	KHÔNG TÔI GIÚP ÔNG GÌ	Cuộc sống thường nhật
bạn có nhận được séc du lịch không	BẠN MÁY BAY VÉ NHẬN CHƯA	Cuộc sống thường nhật
ok ma am bạn có thể cho tôi biết ngày bạn mong đợi để kiểm tra	CHO TÔI BIẾT NGÀY BẠN KIỂM TRA MUỐN	Du lịch
bất cứ điều gì cho bạn	BẠN VÌ TÔI LÀM CŨNG	Cuộc sống thường nhật
tôi cần giúp bật chúng lên	BẬT LÊN GIÚP TÔI	Cuộc sống thường nhật
chúng ta có thể đi xe buýt tới đó	CHÚNG TA ĐI XE BUÝT ĐẾN	Cuộc sống thường nhật
bạn đã đến bệnh viện này trước đây chưa	BẠN BỆNH VIỆN ĐẾN TRƯỚC CHƯA	Sức khỏe
tôi không chắc nhưng có lẽ khoảng 75 năm còn nước bạn thì sao	TÔI CHẮC CHẮN KHÔNG NHƯNG KHOẢNG NĂM 75 ĐẤT NƯỚC CỦA BẠN THẾ NÀO	Mối quan hệ
bạn an vô tình làm đổ lọ mực ra trang vở trắng tinh	BẠN AN LỌ MỰC TRANG VỞ TRẮNG TINH LÀM ĐỔ VÔ TÌNH	Cuộc sống học đường
họ có doanh số gì hôm nay	HÔM NAY HỌ DOANH SỐ THẾ NÀO	Cuộc sống thường nhật
chúng ta sẽ xem chuyện gì xảy ra sau mùa đông	CHÚNG TA XEM CHUYỆN GÌ XẢY RA KHI MÙA ĐÔNG KẾT THÚC	Cuộc sống thường nhật
vâng đó là hoàn hảo còn các môn học cho trẻ vị thành niên của bạn	VÂNG TUYỆT VỜI LỚP THANH THIẾU NIÊN DÀNH CHO SAO	Cuộc sống học đường
xin vui lòng chờ đợi cho chúng tôi ngay cả khi chúng ta là một chút muộn	CHỜ CHÚNG TÔI HÃY KHI CHÚNG TÔI MUỘN MỘT CHÚT	Mối quan hệ
xin lỗi hãy cố gắng giải quyết vấn đề này được chứ	XIN LỖI CHÚNG TA CỐ GẮNG CHUYỆN NÀY GIẢI QUYẾT NHÉ	Thái độ và Cảm xúc
sân bay nào thưa bà	BÀ SÂN BAY NÀO BAY TỪ	Cuộc sống thường nhật
rất vui vì bạn nghĩ như vậy	TÔI VUI BẠN NGHĨ VẬY	Thái độ và Cảm xúc
giấc mơ của bạn trở thành sự thật bây giờ	GIẤC MƠ CỦA BẠN TRỞ THÀNH BÂY GIỜ	Mối quan hệ
chúng tôi ở đây bạn đang tìm kiếm vị trí nào	CHÚNG TÔI Ở ĐÂY BẠN VỊ TRÍ TÌM KIẾM NÀO	Công việc
anh ấy thường mặc quần âu và áo sơ mi đi làm	KHI ĐI LÀM ANH ẤY QUẦN ÂU ÁO SƠ MI MẶC	Công việc
vậy là bạn rất vui khi được giúp tôi	BẠN GIÚP TÔI VUI VẺ	Cuộc sống thường nhật
đó là mẹ tôi bà thích bơi lội và người đàn ông bên cạnh bà là bố tôi	ĐÓ MẸ TÔI MẸ BƠI LỘI THÍCH NGƯỜI ĐÀN ÔNG BÊN CẠNH MẸ TÔI LÀ BỐ TÔI	Mối quan hệ
việc bán hàng sẽ bao gồm trang phục	BUỔI GIẢM GIÁ NÀY QUẦN ÁO BAO GỒM KHÔNG	Cuộc sống thường nhật
tôi sẽ giải thích chi tiết trong lớp tiếp theo bạn có thể xem trước nó không	TÔI CHI TIẾT GIẢI THÍCH TRONG LỚP TIẾP THEO BẠN XEM TRƯỚC ĐƯỢC KHÔNG	Mối quan hệ
7 ngày tôi phải làm gì để có tiền cho đến lúc đó	BẢY NGÀY NỮA TÔI TIỀN ĐẾN LÚC ĐÓ CÓ LÀM GÌ	Tài chính
manchester united còn bạn thì sao	CÒN BẠN THÌ SAO	Mối quan hệ
bạn có rảnh không	BẠN RẢNH CÓ KHÔNG	Công việc
chú ngựa được trang bị một chiếc yên ngựa rất chắc chắn	CHÚ NGỰA YÊN NGỰA CÓ ĐƯỢC CHẮC CHẮN	Du lịch
bạn đã đến những thành phố nào rồi	BẠN NHỮNG THÀNH PHỐ ĐẾN NÀO	Mối quan hệ
thật sao bạn có bao nhiêu bộ sưu tập	THẬT À BẠN CÓ BAO NHIÊU MÓN TRONG BỘ SƯU TẬP ĐÓ	Mối quan hệ
có ổn không khi nghỉ giải lao trong ngày làm việc	NGHỈ GIẢI LAO NGÀY LÀM VIỆC ỔN KHÔNG	Công việc
nhưng trước tiên	NHƯNG ĐẦU TIÊN	Cuộc sống thường nhật
nhân viên đang kiểm tra lại danh mục các mặt hàng tồn kho	NHÂN VIÊN DANH MỤC HÀNG TỒN KHO KIỂM TRA LẠI	Công việc
tôi cảm thấy hơi ngứa	TÔI HƠI NGỨA CẢM THẤY	Du lịch
được rồi chúng ta có thể gặp lại nhau	ĐƯỢC RỒI MÌNH GẶP LẠI SAU NHÉ	Công việc
đây là hồ bơi và chúng ta có thể bơi sau	ĐÂY LÀ HỒ BƠI LÁT NỮA CHÚNG TA CÓ THỂ XUỐNG BƠI	Mối quan hệ
đi xe buýt số 7 có một trạm dừng ngay đằng kia	BẮT XE BUÝT SỐ 7 CÓ TRẠM NGAY ĐẰNG KIA	Cuộc sống thường nhật
bạn ấy luôn lễ phép với thầy cô và người lớn	BẠN ẤY LỄ PHÉP VỚI THẦY CÔ VÀ NGƯỜI LỚN	Cuộc sống học đường
bạn muốn đặt cỡ chảo nào	BẠN CHẢO KÍCH CỠ MUỐN NÀO	Cuộc sống thường nhật
vâng tốt cho bạn tôi hy vọng bạn có thể nhận được những gì bạn muốn từ việc đào tạo	TÔI HY VỌNG BẠN NHẬN ĐƯỢC BẠN MUỐN ĐÀO TẠO	Mối quan hệ
bức tranh đẹp quá	BỨC TRANH ĐẸP	Văn hóa và Giáo dục
họ sẽ giới thiệu cho tôi lớp học phù hợp 	HỌ LỚP HỌC PHÙ HỢP CHO TÔI GIỚI THIỆU	Cuộc sống học đường
ai là nhạc trưởng tại sự kiện đó	SỰ KIỆN GIÁM ĐỐC AI	Mối quan hệ
những chú cá heo đang bơi	NHỮNG CÁ HEO BƠI	Du lịch
bạn có thích không	BẠN THÍCH KHÔNG	Mối quan hệ
trong giờ học toán chúng em được học về hình lục giác đều	TRONG GIỜ HỌC TOÁN CHÚNG EM HÌNH LỤC GIÁC ĐỀU HỌC ĐƯỢC	Cuộc sống học đường
gia đình tôi sum vầy cùng nhau đón tết âm lịch	TÔI NGƯỜI THÂN SUM VẦY TẾT NGUYÊN ĐÁN CÙNG NHAU ĐÓN	Văn hóa và Giáo dục
hơn nữa chỉ mất mười phút đi bộ đến công ty	MƯỜI PHÚT CÔNG TY ĐI BỘ ĐẾN RỒI	Cuộc sống thường nhật
tôi vừa về từ thành phố	TÔI TỪ THÀNH PHỐ VỀ	Mối quan hệ
tốt còn anh	TỐT BẠN SAO	Mối quan hệ
quả lựu chứa rất nhiều vitamin tốt cho sức khỏe con người	QUẢ LỰU VITAMIN TỐT NHIỀU CHO CON NGƯỜI SỨC KHOẺ	Sức khỏe
cho tôi xem cái đó được không	TÔI CÁI ĐÓ XEM ĐƯỢC KHÔNG	Cuộc sống học đường
em thích trang trí bìa vở bằng những hình dán ngộ nghĩnh	EM BÌA VỞ TRANG TRÍ BẰNG HÌNH DÁN DỄ THƯƠNG THÍCH	Cuộc sống học đường
chúng tôi muốn xem xét xung quanh nhà của bạn	CHÚNG TÔI XEM NHÀ XUNG QUANH CỦA BẠN MUỐN	Mối quan hệ
chúng ta chỉ được phép qua đường khi đèn xanh bật sáng	CHÚNG TA QUA ĐƯỜNG ĐƯỢC CHỈ KHI ĐÈN XANH BẬT SÁNG	Cuộc sống thường nhật
tôi cảm thấy không khỏe tôi cần một túi chống say máy bay	TÔI MỆT HƠI THẤY TÚI CHỐNG SAY CHO TÔI XIN VỚI	Du lịch
bạn dùng phần mềm diệt virus nào	BẠN PHẦN MỀM DIỆT VIRUS DÙNG NÀO	Cuộc sống thường nhật
khoảng 12 tiếng nữa	12 TIẾNG KHOẢNG NỮA	Du lịch
bạn đã có một công việc bán thời gian khi bạn vẫn còn đi học	KHI BẠN ĐI HỌC CÒN CÔNG VIỆC THỜI GIAN MỘT NỬA	Công việc
tôi đã không được mua sắm ở đó nhưng có lẽ tôi sẽ thử nó một lúc nào đó	Ở ĐÓ MUA SẮM CHƯA NHƯNG MỘT LẦN THỬ SẼ	Cuộc sống thường nhật
chúng tôi đang lên kế hoạch đi trượt tuyết ở thụy sĩ bạn có trượt băng không	CHÚNG TÔI THỤY SĨ TRƯỢT TUYẾT ĐI SẼ BẠN TRƯỢT BĂNG BIẾT KHÔNG	Mối quan hệ
ồ tôi không sao	TÔI ỔN MÀ	Mối quan hệ
tôi không chắc mình muốn loại nào	TÔI LOẠI NÀO CHỌN BIẾT CHƯA	Cuộc sống thường nhật
không cảm ơn chồng tôi bảo chúng tôi muốn thanh toán ngay	KHÔNG CẢM ƠN CHỒNG CỦA TÔI BẢO CHÚNG TÔI THANH TOÁN LUÔN	Tài chính
học sinh dùng kính lúp để quan sát các chi tiết nhỏ của lá	HỌC SINH KÍNH LÚP DÙNG ĐỂ QUAN SÁT LÁ CHI TIẾT NHỎ	Cuộc sống học đường
đêm nay vầng trăng tròn và sáng tỏ trên bầu trời	ĐÊM NAY TRÊN BẦU TRỜI VẦNG TRĂNG TRÒN VÀ SÁNG TỎ	Cuộc sống thường nhật
thật sao tôi thấy bạn không giống người trung quốc lắm	THẬT TÔI THẤY BẠN NGƯỜI TRUNG QUỐC GIỐNG KHÔNG	Mối quan hệ
phải em biết anh thích leo trèo nhưng xuống đây đi	TÔI BIẾT BẠN LEO TRÈO THÍCH NHƯNG XUỐNG ĐÂY	Mối quan hệ
công ty đang trong quá trình chuyển giao công nghệ mới	CÔNG TY CÔNG NGHỆ MỚI QUÁ TRÌNH CHUYỂN GIAO	Công việc
tôi có thể có tên của bạn một lần nữa làm ơn	TÔI TÊN BẠN LẠI XIN ĐƯỢC KHÔNG	Công việc
chuyến du lịch miền tây rất thu vị	CHUYẾN DU LỊCH MIỀN TÂY RẤT THÚ VỊ	Du lịch
tôi nghĩ tôi sẽ ăn nó hôm nay	TÔI NGHĨ TÔI ĂN HÔM NAY	Cuộc sống thường nhật
phải vòi nước nhà tôi sắp bị rò rỉ rồi	VÒI NƯỚC TÔI NHÀ RÒ RỈ SẮP	Sức khỏe
tôi đang tìm kiếm một bộ đồ dự tiệc	TÔI BỘ ĐỒ ĐÁM CƯỚI TÌM KIẾM	Cuộc sống thường nhật
thợ máy của anh xong chưa	THỢ MÁY CỦA ANH XONG CHƯA	Mối quan hệ
chúng tôi cùng nhau ngắm bình minh trên bãi biển	CHÚNG TÔI NGẮM BÌNH MINH CÙNG NHAU TRÊN BÃI BIỂN	Du lịch
hạn trả tiền thuê là bao nhiêu	THỜI GIAN THUÊ TRẢ BAO NHIÊU	Cuộc sống thường nhật
khi nào bạn sẽ tốt nghiệp trường đại học đó	KHI NÀO BẠN TRƯỜNG ĐẠI HỌC ĐÓ TỐT NGHIỆP	Công việc
nào ngồi xuống đi	NÀO NGỒI XUỐNG	Cuộc sống thường nhật
từ tà áo có chứa một thanh dấu huyền trong tiếng việt	TTRONG TIẾNG VIỆT TỪ TÀ ÁO 1 DẤU HUYỀN CÓ	Văn hóa và Giáo dục
bạn đã sẵn sàng để đặt hàng tôi có thể đề nghị một con bê	BẠN GỌI MÓN SẴN SÀNG CHƯA TÔI MÓN THỊT BÊ GỢI Ý CÓ THỂ KHÔNG	Cuộc sống thường nhật
vâng thứ sáu tôi có một lớp học ngay sau giờ làm việc	THỨ SÁU TÔI LÀM VIỆC SAU LỚP CÓ	Mối quan hệ
